   2.0000000e+00   1.4240992e+00   1.5704957e+00   1.0762705e+00  -1.0078996e+00  -6.0162505e-01  -1.3691623e+00   1.0757653e+00  -4.1375956e-01   6.0942664e-01  -5.1623901e-01
   2.0000000e+00  -9.1844565e-01  -3.8910650e-01   5.1054512e-01   7.3282132e-01   2.3302124e+00   6.7503594e-01  -6.7401355e-01  -3.5400162e-01   1.3641015e+00   1.2744437e+00
   2.0000000e+00   1.3092483e-01   7.1772438e-02  -2.0273489e+00  -9.8942047e-01   1.7569745e-01   1.3304730e+00   5.5437177e-01   1.1233505e+00   1.0620449e+00  -6.1348011e-01
   2.0000000e+00   3.5672324e-01  -7.5827925e-01  -3.6875771e-01  -1.9501920e-01  -1.8832868e-01  -7.9583370e-01  -1.2627128e+00   8.0677672e-01   7.9858916e-01  -3.7127011e-02
   1.0000000e+00   4.5863558e-01   2.4707903e-01  -4.3886182e-01   1.6842061e+00   5.6609673e-01   9.5510599e-02   1.1229155e+00   9.0100898e-01   8.3701425e-02   8.8360428e-01
   2.0000000e+00   5.5601384e-01  -5.2872129e-01  -1.1054014e+00   6.0969939e-01  -5.5248706e-01   2.8563008e-01   3.3276195e-01   6.4706508e-01   9.3354273e-01   7.2802480e-01
   2.0000000e+00   7.0460140e-01   1.8311901e-01  -4.4889045e-01   3.4626761e-01   2.0408764e+00   7.5843329e-02  -1.1254754e+00  -1.1912212e+00  -4.6661007e-01   1.5642465e-01
   1.0000000e+00  -1.1055301e+00   9.1420947e-02  -1.8593402e+00  -1.6125942e+00  -5.3829587e-01   9.0003431e-01  -1.6239874e+00  -2.3545182e-01   5.5634695e-01  -2.1448225e+00
   1.0000000e+00  -1.6672017e+00   8.4607229e-01  -1.2168091e-01  -4.0521432e-01   8.0247646e-01  -1.4970053e+00   2.4426115e-01   1.9608875e-01  -2.0373392e-01  -2.1870178e-01
   1.0000000e+00  -8.6730300e-01   5.5957854e-01   6.9593627e-01  -1.0598215e+00   2.7870391e-02  -1.0046722e+00  -8.6492233e-01  -5.6543858e-01  -8.4397198e-02  -1.1284544e+00
   1.0000000e+00   4.6702683e-01   5.7046722e-01  -6.9269544e-01  -4.4410555e-01  -1.1466662e+00   1.2295469e+00   1.4122570e+00   6.5489455e-01   6.2518224e-01   1.8972878e-01
   2.0000000e+00  -7.5189398e-01  -4.0888962e-01  -3.6089542e-01   3.5403755e-01  -9.1388198e-02   9.4198145e-01   1.9011468e-01   1.7163529e+00   4.5109354e-01  -2.9090805e-01
   1.0000000e+00   1.2800670e+00   2.9390669e-03  -1.0645558e+00   1.0021040e+00   2.3177250e+00   2.0718181e-01  -3.1147237e-02  -4.5771090e-01  -5.5645533e-02  -8.8614467e-02
   2.0000000e+00   5.2041690e-01   6.0066943e-01   7.6592185e-01   4.8628313e-02   3.0325892e-01  -3.5318760e-01   1.4515575e+00   9.6796239e-01  -4.8510467e-01   3.3660144e-01
   2.0000000e+00   5.1610087e-01   5.0798176e-01   2.8034387e-01  -5.3734525e-01  -6.2176458e-01  -1.5714778e-01   1.5601477e+00  -1.1813328e+00   7.8413187e-01  -2.1585188e-01
